School,Conference
san-diego-state,Mountain West Conference
nevada-las-vegas,Mountain West Conference
colorado-state,Mountain West Conference
texas-christian,Mountain West Conference
wyoming,Mountain West Conference
air-force,Mountain West Conference
boise-state,Mountain West Conference
long-island-university,Northeast Conference
wagner,Northeast Conference
robert-morris,Northeast Conference
st-francis-ny,Northeast Conference
quinnipiac,Northeast Conference
central-connecticut-state,Northeast Conference
monmouth,Northeast Conference
sacred-heart,Northeast Conference
mount-st-marys,Northeast Conference
saint-francis-pa,Northeast Conference
fairleigh-dickinson,Northeast Conference
bryant,Northeast Conference
murray-state,Ohio Valley Conference
tennessee-state,Ohio Valley Conference
morehead-state,Ohio Valley Conference
tennessee-tech,Ohio Valley Conference
southeast-missouri-state,Ohio Valley Conference
jacksonville-state,Ohio Valley Conference
austin-peay,Ohio Valley Conference
eastern-kentucky,Ohio Valley Conference
southern-illinois-edwardsville,Ohio Valley Conference
eastern-illinois,Ohio Valley Conference
tennessee-martin,Ohio Valley Conference
washington,Pacific-12 Conference
oregon,Pacific-12 Conference
california,Pacific-12 Conference
arizona,Pacific-12 Conference
colorado,Pacific-12 Conference
ucla,Pacific-12 Conference
stanford,Pacific-12 Conference
oregon-state,Pacific-12 Conference
washington-state,Pacific-12 Conference
arizona-state,Pacific-12 Conference
utah,Pacific-12 Conference
southern-california,Pacific-12 Conference
bucknell,Patriot League
lehigh,Patriot League
american,Patriot League
holy-cross,Patriot League
lafayette,Patriot League
army,Patriot League
colgate,Patriot League
navy,Patriot League
kentucky,Southeastern Conference
florida,Southeastern Conference
vanderbilt,Southeastern Conference
tennessee,Southeastern Conference
alabama,Southeastern Conference
mississippi-state,Southeastern Conference
mississippi,Southeastern Conference
louisiana-state,Southeastern Conference
arkansas,Southeastern Conference
auburn,Southeastern Conference
georgia,Southeastern Conference
south-carolina,Southeastern Conference
north-carolina-greensboro,Southern Conference
elon,Southern Conference
western-carolina,Southern Conference
samford,Southern Conference
appalachian-state,Southern Conference
chattanooga,Southern Conference
davidson,Southern Conference
wofford,Southern Conference
georgia-southern,Southern Conference
college-of-charleston,Southern Conference
furman,Southern Conference
citadel,Southern Conference
lamar,Southland Conference
mcneese-state,Southland Conference
northwestern-state,Southland Conference
nicholls-state,Southland Conference
southeastern-louisiana,Southland Conference
central-arkansas,Southland Conference
texas-arlington,Southland Conference
stephen-f-austin,Southland Conference
texas-san-antonio,Southland Conference
sam-houston-state,Southland Conference
texas-state,Southland Conference
texas-am-corpus-christi,Southland Conference
oral-roberts,Summit League
south-dakota-state,Summit League
oakland,Summit League
north-dakota-state,Summit League
western-illinois,Summit League
southern-utah,Summit League
iupui,Summit League
ipfw,Summit League
south-dakota,Summit League
missouri-kansas-city,Summit League
middle-tennessee,Sun Belt Conference
south-alabama,Sun Belt Conference
western-kentucky,Sun Belt Conference
florida-atlantic,Sun Belt Conference
troy,Sun Belt Conference
florida-international,Sun Belt Conference
arkansas-little-rock,Sun Belt Conference
denver,Sun Belt Conference
louisiana-lafayette,Sun Belt Conference
north-texas,Sun Belt Conference
arkansas-state,Sun Belt Conference
louisiana-monroe,Sun Belt Conference
mississippi-valley-state,Southwest Athletic Conference
southern,Southwest Athletic Conference
texas-southern,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
grambling,Southwest Athletic Conference
nevada,Western Athletic Conference
new-mexico-state,Western Athletic Conference
idaho,Western Athletic Conference
utah-state,Western Athletic Conference
louisiana-tech,Western Athletic Conference
hawaii,Western Athletic Conference
fresno-state,Western Athletic Conference
san-jose-state,Western Athletic Conference
saint-marys-ca,West Coast Conference
gonzaga,West Coast Conference
brigham-young,West Coast Conference
loyola-marymount,West Coast Conference
san-francisco,West Coast Conference
san-diego,West Coast Conference
pepperdine,West Coast Conference
portland,West Coast Conference
santa-clara,West Coast Conference
utah-valley,Great West Conference
north-dakota,Great West Conference
njit,Great West Conference
texas-pan-american,Great West Conference
houston-baptist,Great West Conference
chicago-state,Great West Conference
cal-state-bakersfield,Independent
seattle,Independent
longwood,Independent
