School,Conference
new-orleans,Sun Belt Conference
north-texas,Sun Belt Conference
troy,Sun Belt Conference
southern,Southwest Athletic Conference
grambling,Southwest Athletic Conference
alabama-am,Southwest Athletic Conference
jackson-state,Southwest Athletic Conference
alabama-state,Southwest Athletic Conference
mississippi-valley-state,Southwest Athletic Conference
arkansas-pine-bluff,Southwest Athletic Conference
alcorn-state,Southwest Athletic Conference
texas-southern,Southwest Athletic Conference
prairie-view,Southwest Athletic Conference
nevada,Western Athletic Conference
utah-state,Western Athletic Conference
louisiana-tech,Western Athletic Conference
hawaii,Western Athletic Conference
new-mexico-state,Western Athletic Conference
fresno-state,Western Athletic Conference
boise-state,Western Athletic Conference
san-jose-state,Western Athletic Conference
idaho,Western Athletic Conference
gonzaga,West Coast Conference
loyola-marymount,West Coast Conference
saint-marys-ca,West Coast Conference
san-francisco,West Coast Conference
san-diego,West Coast Conference
santa-clara,West Coast Conference
portland,West Coast Conference
pepperdine,West Coast Conference
texas-am-corpus-christi,Independent
ipfw,Independent
texas-pan-american,Independent
savannah-state,Independent
